LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,HouseAgeAtSale,RemodelAgeAtSale,GarageAgeAtSale,TotalSquareFeet,TotalBathrooms,TotalPorchArea,HasGarage,HasBasement,HasFireplace,HasPool,QualityConditionInteraction,Log1p_GrLivArea,Log1p_LotArea,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Rare,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MSZoning_Rare,Street_Pave,Street_Rare,Alley_Grvl,Alley_NA,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_Rare,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_Rare,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Rare,LandSlope_Gtl,LandSlope_Mod,LandSlope_Rare,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Rare,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd_Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd_Sdng,Exterior2nd_Wd_Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_GasA,Heating_GasW,Heating_Rare,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_Rare,Electrical_SBrkr,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Rare,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_NA,GarageType_Rare,GarageFinish_Fin,GarageFinish_NA,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,MiscFeature_NA,MiscFeature_Rare,MiscFeature_Shed,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare,SaleSeason_Fall,SaleSeason_Spring,SaleSeason_Summer,SaleSeason_Winter
-0.22087508895451458,-0.2957105757351427,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,0.5141038909843643,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.11788424330394175,0.10180388657604762,1.164711511770584,0.5754248369676035,-0.2771893128259568,-0.2886528311122454,-0.9445906057378156,-0.4593025408311876,0.891179439754874,-0.7934337933349002,1.1618515874685553,-0.12024172373467248,0.3932440622490335,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.7359943387625092,0.9122097711603002,-0.9512264882332893,-1.0083335457279203,1.0175980835384009,0.31172464418307205,0.35100032086652694,0.26254202292023265,0.2656180542458805,-0.7521758378613592,0.2165031608388436,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,-1.599111099180035,0.1387774889497933,-1.0432593655921558,-0.8700070131348786,-1.0087094885321846,-0.0012765863846320692,1.6422558364561788,-0.24806330471389174,0.24235968331928112,0.16124951311981517,-1.056381573573445,-0.06940906799467834,0.12321603475627442,0.5370691798855957,-0.13059618175153145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.4603197354510445,-0.10066441382049302,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.11788424330394175,1.6830131887146567,0.6901151380097543,1.171992119373828,-0.2771893128259568,-0.2886528311122454,-0.6412279930944917,0.4664649160883461,0.891179439754874,0.25714042978945445,-0.7951632272572445,-0.12024172373467248,-0.49414212982625233,-0.8199643654586394,3.948809348331338,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.7710908429952241,-0.31868326571034533,0.6004949339126351,0.6488900678886992,-0.10792706946619719,0.31172464418307205,-0.060731012615303295,0.26254202292023265,0.2656180542458805,1.6261947918523714,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,-0.489110050937792,-0.6144386220786311,-0.1834650642921507,0.3901221923977829,0.07352708433691817,-0.052406747786084326,0.36858065917808014,-0.8281630294754504,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,1.533734936851621,-0.38254543920158324,0.12353054079713696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.08463612407340275,0.1791844271874826,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,0.32591492750506834,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.11788424330394175,-1.4794054155625613,1.164711511770584,0.09290718208021594,-0.2771893128259568,-0.2886528311122454,-0.3016429789415173,-0.3133687545187488,0.891179439754874,-0.6278260340246571,1.1893506246778172,-0.12024172373467248,0.5437827912618052,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.7359943387625092,-0.31868326571034533,0.6004949339126351,0.6488900678886992,0.9342258499825047,0.31172464418307205,0.6317262300586839,0.26254202292023265,0.2656180542458805,-0.7521758378613592,-0.07036145903455729,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,0.9908913467185322,0.1387774889497933,-0.9771213424152324,-0.8215405052297763,-0.9254605213884073,0.16915728495354213,1.6422558364561788,-0.42875010422978704,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.12321603475627442,0.6687168512964956,0.43941947555922983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.44794003042303426,-0.10914468172982561,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,1.9295789298697852,0.10180388657604762,0.6901151380097543,-0.49927357619066876,-0.2771893128259568,-0.2886528311122454,-0.06166956894008201,-0.6873240819443732,-0.15138625098400096,-0.5217335632165325,0.9372761169262505,-0.12024172373467248,0.4071094715002099,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.7359943387625092,0.29676325272497744,0.6004949339126351,1.201297939094239,0.8091674996486605,1.6503069397927341,0.7908042452675729,0.26254202292023265,0.2656180542458805,-0.7521758378613592,-0.1760484242510734,4.092523739317571,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,-1.599111099180035,-1.3676547331070554,1.8006756310155536,0.6324547319232947,-0.8838360378165188,-0.11449337234499064,-0.26825692946096913,2.091355257439279,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.12321603475627442,0.5494366879604219,0.11313023421173436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0.6419716886258603,0.6896965553293047,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,1.366489196155293,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.11788424330394175,0.10180388657604762,1.164711511770584,0.4635684715164364,-0.2771893128259568,-0.2886528311122454,-0.17486457365774016,0.1996797129859189,0.891179439754874,-0.045611255199583686,1.6178772878554806,-0.12024172373467248,1.3598611643310412,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.21145358120204893,0.7359943387625092,1.527656289595623,0.6004949339126351,0.6488900678886992,0.8925397332045566,1.6503069397927341,1.6984846849888804,0.26254202292023265,0.2656180542458805,0.7801971853099035,0.5637603322645395,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,2.100892394960775,0.1387774889497933,-0.9440523308267706,-0.7246074894195715,-0.8838360378165188,0.9446313995422347,1.6422558364561788,-0.02933717898412374,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.6657233047929462,1.2971582563576998,0.9116332833111188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.6873846769195642,0.6651037783922402,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.11788424330394175,0.10180388657604762,1.164711511770584,0.632449650727022,-0.2771893128259568,-0.2886528311122454,-1.1392860138521876,-0.596115465499099,0.891179439754874,-0.9486910676882531,0.5018746944462716,-0.12024172373467248,-0.2960648548094475,1.1078101491462133,-0.24106103579929677,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.21145358120204893,-0.7710908429952241,-0.934129784145668,-0.9512264882332893,-1.0083335457279203,0.6007369157589201,0.31172464418307205,0.03284429044874903,0.26254202292023265,0.2656180542458805,-0.43293145803401284,-0.25153911369144205,-0.3593249004055313,10.802446267979857,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,2.0216808878119394,1.3237359981507422,1.3608916961326132,0.8919935999782177,-0.6795002381190768,-0.43380844198895735,-0.5508401692414102,-0.4979695828558826,0.36858065917808014,2.5002780142384102,0.24235968331928112,0.16124951311981517,-1.056381573573445,-0.06940906799467834,-0.9617985053170691,-0.15172918741936647,0.8912771828397126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.23325479398252483,-0.0185754204581535,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,0.4587541958433949,1.052302192339342,-0.2381123611523445,1.7244882591377069,0.11788424330394175,0.10180388657604762,1.164711511770584,2.029557587832776,-0.2771893128259568,-0.2886528311122454,-0.5665192899808374,1.4332762504082532,0.891179439754874,1.3749928051335953,-0.7951632272572445,-0.12024172373467248,0.3615516982463447,1.1078101491462133,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.7359943387625092,0.29676325272497744,0.6004949339126351,1.201297939094239,1.059284200316349,0.31172464418307205,0.7627316543483571,0.26254202292023265,0.2656180542458805,1.283007083537974,0.15611060928654868,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,0.6208909973044512,-0.6144386220786311,-1.1093973887690793,-1.0154065368501857,-1.0919584556759616,0.9896746369673236,1.0054182478171294,-0.28610263092776445,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.6657233047929462,0.5086095283611123,0.22149413121882514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
-0.03922313577969881,0.03196697628146876,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,0.7576425496046296,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.11788424330394175,-1.4794054155625613,0.6901151380097543,0.9109939333211048,3.085938637804767,-0.09022046788626462,-0.7951731995105069,0.11303152736290836,0.891179439754874,-0.14394086229004052,1.45746623746812,-0.12024172373467248,1.145937707312892,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,-0.7710908429952241,0.29676325272497744,2.1522163560585597,0.6488900678886992,-0.23298541980004142,0.31172464418307205,0.05155935106155949,0.26254202292023265,0.2656180542458805,1.1233848936243007,2.3755368788333873,3.37237175348001,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,0.6180240933165219,1.7308920455466943,0.8919935999782177,-0.018120006349842004,0.6324547319232947,0.281649502196361,0.7668932194324245,1.6422558364561788,3.2800842016228007,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.8827262128076149,1.1446092859651182,0.27949851652773033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.8566569250663697,-0.6908910603100415,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,0.11788424330394175,0.10180388657604762,-1.2082703570335642,-0.9730181828073765,-0.2771893128259568,-0.2886528311122454,0.8710572699334213,-0.2404018613625294,-0.15138625098400096,-0.3638886676239571,0.9281097711898298,-0.12024172373467248,0.5200135182597886,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,4.32857919166548,-0.7710908429952241,0.9122097711603002,2.1522163560585597,0.6488900678886992,-1.9838023244738607,0.31172464418307205,-0.023300891389682367,-1.1212534769481415,0.2656180542458805,-0.03387598324982984,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,-0.859110400351873,0.1387774889497933,1.3377094687770892,1.6987179058355468,1.9882533286437922,0.1935049808589956,-0.26825692946096913,1.1213524389855254,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,0.12321603475627442,0.648306991643437,-0.7730898474867836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
-0.9020699133600736,-0.47040409466739413,-0.7951514718918303,0.38174271465157283,-1.0687338036406382,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,0.11788424330394175,0.10180388657604762,1.164711511770584,0.8934478367797453,-0.2771893128259568,-0.2886528311122454,-0.9672296066813473,-0.151473460328387,0.891179439754874,-0.22156949946671697,-0.7951632272572445,-0.12024172373467248,-0.8605850886073414,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,4.32857919166548,-0.7710908429952241,-0.934129784145668,2.1522163560585597,0.6488900678886992,-1.650313390250276,-1.02685765142659,-1.2538161266819705,1.6463375227886066,0.2656180542458805,-0.7521758378613592,-0.644090698781359,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.06623607296600859,-0.46986730819714734,-0.08768781151769862,-1.9691114485941161,0.1387774889497933,1.0731573760693953,1.6987179058355468,1.6552574600686838,-0.6075342144304231,-0.26825692946096913,-0.7901237032615777,0.24235968331928112,0.16124951311981517,0.9466276438515285,-0.06940906799467834,-0.41929123528039736,-0.8623096952461831,-0.3894804201798315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
